State,District_Name_x,Crop,Year,Season_x,Area,Production,Yield,Season_y,avg_temp,max_temp,min_temp,total_rainfall,District_Name_y
Odisha,JHARSUGUDA,Ragi,2017,Summer     ,1.0,0.0,0.1,Summer,34.958196721311474,45.94,21.84,46.839999999999996,JHARSUGUDA
Odisha,KALAHANDI,Ragi,1999,Kharif     ,9870.0,6290.0,0.64,Kharif,26.165032679738562,41.46,15.63,1107.1,KALAHANDI
Odisha,KALAHANDI,Ragi,2000,Kharif     ,3105.0,1323.0,0.43,Kharif,26.06483660130719,37.42,14.71,910.93,KALAHANDI
Odisha,KALAHANDI,Ragi,2001,Kharif     ,2519.0,1027.0,0.41,Kharif,25.830718954248365,39.6,17.08,1115.47,KALAHANDI
Odisha,KALAHANDI,Ragi,2002,Kharif     ,1987.0,577.0,0.29,Kharif,26.633202614379087,40.08,15.52,757.03,KALAHANDI
Odisha,KALAHANDI,Ragi,2003,Kharif     ,2749.0,1113.0,0.41,Kharif,26.964117647058824,46.72,18.71,1352.67,KALAHANDI
Odisha,KALAHANDI,Ragi,2004,Summer     ,14.0,1.0,0.04,Summer,33.250163934426226,45.08,22.6,69.64,KALAHANDI
Odisha,KANDHAMAL,Ragi,1998,Summer     ,5.0,2.0,0.4,Summer,33.19049180327869,46.55,20.36,59.49,KANDHAMAL
Odisha,KANDHAMAL,Ragi,1999,Kharif     ,2860.0,1530.0,0.53,Kharif,25.178169934640525,39.71,16.49,1112.17,KANDHAMAL
Odisha,KANDHAMAL,Ragi,1999,Rabi       ,20.0,10.0,0.5,Rabi,20.9441059602649,41.1,7.63,3.7399999999999998,KANDHAMAL
Odisha,KANDHAMAL,Ragi,2000,Kharif     ,275.0,121.0,0.44,Kharif,25.20111111111111,35.96,15.06,887.27,KANDHAMAL
Odisha,KANDHAMAL,Ragi,2001,Kharif     ,181.0,70.0,0.39,Kharif,24.964771241830068,37.65,16.84,1309.17,KANDHAMAL
Odisha,KANDHAMAL,Ragi,2002,Kharif     ,133.0,46.0,0.35,Kharif,25.56359477124183,38.92,14.79,882.1,KANDHAMAL
Odisha,KANDHAMAL,Ragi,2003,Kharif     ,79.0,24.0,0.31,Kharif,25.974640522875816,45.19,18.44,1508.71,KANDHAMAL
Odisha,KANDHAMAL,Ragi,2004,Summer     ,1.0,3.0,2.9,Summer,31.80327868852459,44.14,22.04,85.62,KANDHAMAL
Odisha,KANDHAMAL,Ragi,2005,Summer     ,2.0,1.0,0.35,Summer,31.814262295081967,44.57,20.39,74.8,KANDHAMAL
Odisha,KANDHAMAL,Ragi,2009,Summer     ,1.0,1.0,0.6,Summer,32.24639344262295,44.4,19.73,74.44,KANDHAMAL
Odisha,KANDHAMAL,Ragi,2016,Summer     ,2.0,1.0,0.55,Summer,33.358688524590164,44.25,22.88,67.63,KANDHAMAL
Odisha,KENDRAPARA,Ragi,1997,Summer     ,2.0,1.0,0.5,Summer,30.698196721311476,43.35,21.41,179.84,KENDRAPARA
Odisha,KENDRAPARA,Ragi,1998,Summer     ,1.0,1.0,1.0,Summer,32.67327868852459,45.85,21.28,64.32,KENDRAPARA
Odisha,KENDRAPARA,Ragi,1999,Kharif     ,10.0,10.0,1.0,Kharif,27.545490196078433,38.87,19.04,1181.08,KENDRAPARA
Odisha,KENDRAPARA,Ragi,1999,Rabi       ,120.0,90.0,0.75,Rabi,23.221854304635762,42.95,10.26,8.08,KENDRAPARA
Odisha,KENDRAPARA,Ragi,2000,Kharif     ,2.0,1.0,0.4,Kharif,27.50823529411765,37.22,17.15,999.66,KENDRAPARA
Odisha,KENDRAPARA,Ragi,2002,Kharif     ,2.0,1.0,0.4,Kharif,27.809019607843137,41.07,17.14,1144.49,KENDRAPARA
Odisha,KENDUJHAR,Ragi,1999,Kharif     ,480.0,330.0,0.69,Kharif,25.929803921568627,40.38,15.84,1273.13,KENDUJHAR
Odisha,KENDUJHAR,Ragi,2000,Kharif     ,5.0,1.0,0.28,Kharif,26.054117647058824,36.99,14.48,871.02,KENDUJHAR
Odisha,KENDUJHAR,Ragi,2001,Kharif     ,16.0,15.0,0.95,Kharif,25.891633986928106,37.5,16.79,1444.8,KENDUJHAR
Odisha,KENDUJHAR,Ragi,2002,Kharif     ,31.0,25.0,0.79,Kharif,26.337581699346405,41.21,15.23,984.92,KENDUJHAR
Odisha,KENDUJHAR,Ragi,2003,Kharif     ,5.0,4.0,0.8,Kharif,26.699150326797383,44.79,17.26,1505.8999999999999,KENDUJHAR
Odisha,KENDUJHAR,Ragi,2019,Summer     ,1.0,0.0,0.4,Summer,31.06639344262295,42.88,20.16,199.54,KENDUJHAR
Odisha,KHORDHA,Ragi,1997,Summer     ,27.0,17.0,0.63,Summer,30.417213114754098,41.64,22.36,182.57,KHORDHA
Odisha,KHORDHA,Ragi,1998,Summer     ,9.0,3.0,0.33,Summer,31.840983606557376,44.17,23.58,54.47,KHORDHA
Odisha,KHORDHA,Ragi,1999,Kharif     ,690.0,460.0,0.67,Kharif,27.726993464052285,36.67,19.94,1101.69,KHORDHA
Odisha,KHORDHA,Ragi,1999,Rabi       ,110.0,80.0,0.73,Rabi,23.59794701986755,40.08,12.17,6.97,KHORDHA
Odisha,KHORDHA,Ragi,2000,Kharif     ,497.0,284.0,0.57,Kharif,27.865032679738565,35.73,18.42,945.24,KHORDHA
Odisha,KHORDHA,Ragi,2001,Kharif     ,148.0,48.0,0.32,Kharif,27.768823529411765,33.61,20.92,1732.1,KHORDHA
Odisha,KHORDHA,Ragi,2002,Kharif     ,186.0,90.0,0.48,Kharif,28.08967320261438,38.92,19.49,1178.34,KHORDHA
Odisha,KHORDHA,Ragi,2003,Kharif     ,91.0,45.0,0.5,Kharif,28.227516339869283,38.96,21.79,1667.59,KHORDHA
Odisha,KHORDHA,Ragi,2004,Summer     ,6.0,3.0,0.53,Summer,31.282131147540984,42.97,25.05,113.49,KHORDHA
Odisha,KHORDHA,Ragi,2005,Summer     ,2.0,1.0,0.6,Summer,31.33590163934426,40.4,25.02,103.75,KHORDHA
Odisha,KHORDHA,Ragi,2008,Summer     ,1.0,1.0,0.6,Summer,30.81049180327869,42.11,23.64,169.65,KHORDHA
Odisha,KHORDHA,Ragi,2009,Summer     ,1.0,1.0,0.7,Summer,31.489836065573773,41.88,25.3,85.45,KHORDHA
Odisha,KHORDHA,Ragi,2013,Summer     ,5.0,4.0,0.72,Summer,31.251803278688524,41.49,23.68,110.85000000000001,KHORDHA
Odisha,KHORDHA,Ragi,2014,Summer     ,3.0,2.0,0.8,Summer,31.57049180327869,41.57,24.75,189.16,KHORDHA
Odisha,KHORDHA,Ragi,2015,Summer     ,1.0,1.0,0.9,Summer,30.396229508196722,38.92,24.97,172.31,KHORDHA
Odisha,KHORDHA,Ragi,2016,Summer     ,3.0,2.0,0.5,Summer,32.03180327868853,41.77,25.81,153.74,KHORDHA
Odisha,KORAPUT,Ragi,1997,Summer     ,29.0,19.0,0.66,Summer,28.73147540983607,41.9,17.82,138.23999999999998,KORAPUT
Odisha,KORAPUT,Ragi,1998,Summer     ,75.0,46.0,0.61,Summer,32.03704918032787,44.1,19.93,71.32000000000001,KORAPUT
Odisha,KORAPUT,Ragi,1999,Kharif     ,71750.0,48930.0,0.68,Kharif,24.073790849673202,38.57,14.9,1320.47,KORAPUT
Odisha,KORAPUT,Ragi,1999,Rabi       ,480.0,200.0,0.42,Rabi,20.143774834437085,39.89,7.14,5.61,KORAPUT
Odisha,KORAPUT,Ragi,2000,Kharif     ,37598.0,20552.0,0.55,Kharif,23.985098039215686,32.89,12.54,1183.77,KORAPUT
Odisha,KORAPUT,Ragi,2001,Kharif     ,37928.0,22527.0,0.59,Kharif,23.81908496732026,34.41,14.83,1150.99,KORAPUT
Odisha,KORAPUT,Ragi,2002,Kharif     ,37255.0,17697.0,0.48,Kharif,24.3159477124183,36.53,15.05,854.56,KORAPUT
Odisha,KORAPUT,Ragi,2003,Kharif     ,31078.0,21395.0,0.69,Kharif,24.868039215686274,43.53,16.06,1433.65,KORAPUT
Odisha,KORAPUT,Ragi,2004,Summer     ,19.0,11.0,0.57,Summer,30.118360655737707,41.14,21.11,89.28999999999999,KORAPUT
Odisha,KORAPUT,Ragi,2005,Summer     ,13.0,11.0,0.85,Summer,30.412459016393445,42.22,19.88,103.51,KORAPUT
Odisha,KORAPUT,Ragi,2006,Summer     ,11.0,5.0,0.45,Summer,29.13393442622951,39.84,18.18,209.02,KORAPUT
Odisha,KORAPUT,Ragi,2007,Summer     ,6.0,4.0,0.72,Summer,31.091475409836065,41.42,19.93,77.32,KORAPUT
Odisha,KORAPUT,Ragi,2008,Summer     ,2.0,2.0,0.8,Summer,30.188196721311474,42.1,19.18,56.13,KORAPUT
Odisha,KORAPUT,Ragi,2009,Summer     ,9.0,7.0,0.73,Summer,30.519016393442623,42.61,19.67,127.36999999999999,KORAPUT
Odisha,KORAPUT,Ragi,2010,Summer     ,59.0,40.0,0.68,Summer,30.86360655737705,41.48,20.95,157.8,KORAPUT
Odisha,KORAPUT,Ragi,2011,Summer     ,20.0,13.0,0.64,Summer,28.93901639344262,39.14,19.02,241.61,KORAPUT
Odisha,KORAPUT,Ragi,2012,Summer     ,5.0,4.0,0.86,Summer,30.109016393442623,40.89,21.51,181.93,KORAPUT
Odisha,KORAPUT,Ragi,2013,Summer     ,68.0,51.0,0.75,Summer,30.67475409836066,42.77,19.04,128.0,KORAPUT
Odisha,KORAPUT,Ragi,2014,Summer     ,13.0,10.0,0.76,Summer,29.785737704918034,39.62,20.57,150.87,KORAPUT
Odisha,KORAPUT,Ragi,2015,Summer     ,23.0,17.0,0.73,Summer,29.145737704918034,41.84,18.38,136.78,KORAPUT
Odisha,KORAPUT,Ragi,2016,Summer     ,36.0,19.0,0.54,Summer,31.252295081967215,41.93,20.94,86.53,KORAPUT
Odisha,KORAPUT,Ragi,2017,Summer     ,76.0,53.0,0.7,Summer,31.483934426229506,42.65,19.64,77.51,KORAPUT
Odisha,KORAPUT,Ragi,2018,Summer     ,93.0,61.0,0.65,Summer,29.57377049180328,39.99,19.92,133.92,KORAPUT
Odisha,KORAPUT,Ragi,2019,Summer     ,166.0,115.0,0.69,Summer,30.866557377049183,41.8,21.24,145.15,KORAPUT
Odisha,MALKANGIRI,Ragi,1999,Kharif     ,7930.0,2810.0,0.35,Kharif,25.49490196078431,40.6,15.25,1190.3,MALKANGIRI
Odisha,MALKANGIRI,Ragi,2000,Kharif     ,5389.0,2067.0,0.38,Kharif,25.42169934640523,34.24,13.92,1057.29,MALKANGIRI
Odisha,MALKANGIRI,Ragi,2001,Kharif     ,5081.0,2530.0,0.5,Kharif,25.37464052287582,35.96,16.19,1045.34,MALKANGIRI
Odisha,MALKANGIRI,Ragi,2002,Kharif     ,5308.0,1522.0,0.29,Kharif,25.83078431372549,36.12,14.56,818.71,MALKANGIRI
Odisha,MALKANGIRI,Ragi,2003,Kharif     ,4266.0,2408.0,0.56,Kharif,26.180065359477126,45.86,16.94,1329.65,MALKANGIRI
Odisha,MALKANGIRI,Ragi,2019,Summer     ,1.0,1.0,1.2,Summer,32.44229508196722,43.06,22.76,127.71000000000001,MALKANGIRI
Odisha,MAYURBHANJ,Ragi,1999,Kharif     ,70.0,30.0,0.43,Kharif,25.573529411764707,39.45,15.16,1374.98,MAYURBHANJ
Odisha,MAYURBHANJ,Ragi,2000,Kharif     ,9.0,4.0,0.47,Kharif,25.60267973856209,36.11,14.21,940.98,MAYURBHANJ
Odisha,MAYURBHANJ,Ragi,2002,Kharif     ,2.0,0.0,0.05,Kharif,25.857385620915032,40.14,14.2,1042.19,MAYURBHANJ
Odisha,MAYURBHANJ,Ragi,2003,Kharif     ,4.0,1.0,0.2,Kharif,26.38705882352941,42.74,16.64,1310.64,MAYURBHANJ
Odisha,MAYURBHANJ,Ragi,2018,Summer     ,4.0,4.0,1.08,Summer,28.961147540983607,40.49,18.75,246.34,MAYURBHANJ
Odisha,MAYURBHANJ,Ragi,2019,Summer     ,12.0,7.0,0.55,Summer,30.23983606557377,41.82,18.13,210.61,MAYURBHANJ
Odisha,NABARANGPUR,Ragi,1997,Summer     ,20.0,9.0,0.45,Summer,28.73147540983607,41.9,17.82,138.23999999999998,NABARANGPUR
Odisha,NABARANGPUR,Ragi,1998,Summer     ,8.0,4.0,0.5,Summer,32.03704918032787,44.1,19.93,71.32000000000001,NABARANGPUR
Odisha,NABARANGPUR,Ragi,1999,Kharif     ,11700.0,8750.0,0.75,Kharif,24.073790849673202,38.57,14.9,1320.47,NABARANGPUR
Odisha,NABARANGPUR,Ragi,1999,Rabi       ,20.0,20.0,1.0,Rabi,20.143774834437085,39.89,7.14,5.61,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2000,Kharif     ,8673.0,3777.0,0.44,Kharif,23.985098039215686,32.89,12.54,1183.77,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2001,Kharif     ,7838.0,3203.0,0.41,Kharif,23.81908496732026,34.41,14.83,1150.99,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2002,Kharif     ,8843.0,2417.0,0.27,Kharif,24.3159477124183,36.53,15.05,854.56,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2003,Kharif     ,10589.0,5414.0,0.51,Kharif,24.868039215686274,43.53,16.06,1433.65,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2004,Summer     ,2.0,1.0,0.45,Summer,30.118360655737707,41.14,21.11,89.28999999999999,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2005,Summer     ,4.0,3.0,0.8,Summer,30.412459016393445,42.22,19.88,103.51,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2006,Summer     ,1.0,1.0,0.5,Summer,29.13393442622951,39.84,18.18,209.02,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2007,Summer     ,4.0,2.0,0.55,Summer,31.091475409836065,41.42,19.93,77.32,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2008,Summer     ,4.0,2.0,0.38,Summer,30.188196721311474,42.1,19.18,56.13,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2009,Summer     ,5.0,1.0,0.28,Summer,30.519016393442623,42.61,19.67,127.36999999999999,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2010,Summer     ,21.0,15.0,0.7,Summer,30.86360655737705,41.48,20.95,157.8,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2011,Summer     ,7.0,3.0,0.43,Summer,28.93901639344262,39.14,19.02,241.61,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2012,Summer     ,33.0,22.0,0.66,Summer,30.109016393442623,40.89,21.51,181.93,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2013,Summer     ,16.0,7.0,0.46,Summer,30.67475409836066,42.77,19.04,128.0,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2014,Summer     ,7.0,3.0,0.41,Summer,29.785737704918034,39.62,20.57,150.87,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2015,Summer     ,36.0,17.0,0.48,Summer,29.145737704918034,41.84,18.38,136.78,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2016,Summer     ,5.0,2.0,0.38,Summer,31.252295081967215,41.93,20.94,86.53,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2017,Summer     ,13.0,4.0,0.33,Summer,31.483934426229506,42.65,19.64,77.51,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2018,Summer     ,57.0,16.0,0.27,Summer,29.57377049180328,39.99,19.92,133.92,NABARANGPUR
Odisha,NABARANGPUR,Ragi,2019,Summer     ,24.0,8.0,0.32,Summer,30.866557377049183,41.8,21.24,145.15,NABARANGPUR
Odisha,NAYAGARH,Ragi,1998,Summer     ,1.0,,0.0,Summer,33.33655737704918,47.48,23.19,57.35,NAYAGARH
Odisha,NAYAGARH,Ragi,1999,Kharif     ,940.0,650.0,0.69,Kharif,27.25457516339869,38.2,18.86,1071.82,NAYAGARH
Odisha,NAYAGARH,Ragi,1999,Rabi       ,30.0,20.0,0.67,Rabi,22.905298013245034,41.32,9.67,6.12,NAYAGARH
Odisha,NAYAGARH,Ragi,2000,Kharif     ,411.0,242.0,0.59,Kharif,27.34627450980392,36.32,17.15,911.6,NAYAGARH
Odisha,NAYAGARH,Ragi,2001,Kharif     ,314.0,181.0,0.58,Kharif,27.1537908496732,34.76,19.16,1643.17,NAYAGARH
Odisha,NAYAGARH,Ragi,2002,Kharif     ,135.0,62.0,0.46,Kharif,27.581568627450977,40.67,18.2,1118.07,NAYAGARH
Odisha,NAYAGARH,Ragi,2003,Kharif     ,97.0,55.0,0.56,Kharif,27.817581699346405,43.51,20.57,1629.98,NAYAGARH
Odisha,NAYAGARH,Ragi,2010,Summer     ,1.0,1.0,1.2,Summer,32.96377049180328,45.04,25.31,185.97,NAYAGARH
Odisha,NUAPADA,Ragi,1999,Kharif     ,5830.0,2620.0,0.45,Kharif,26.57941176470588,43.31,14.29,1044.12,NUAPADA
Odisha,NUAPADA,Ragi,2000,Kharif     ,827.0,282.0,0.34,Kharif,26.487843137254902,41.56,14.82,861.41,NUAPADA
Odisha,NUAPADA,Ragi,2001,Kharif     ,781.0,320.0,0.41,Kharif,26.016797385620915,40.94,14.78,1164.07,NUAPADA
Odisha,NUAPADA,Ragi,2002,Kharif     ,802.0,183.0,0.23,Kharif,27.110457516339867,42.58,14.93,748.96,NUAPADA
Odisha,NUAPADA,Ragi,2003,Kharif     ,482.0,224.0,0.46,Kharif,27.260065359477125,47.64,15.73,1412.87,NUAPADA
Odisha,PURI,Ragi,1997,Summer     ,39.0,14.0,0.36,Summer,30.417213114754098,41.64,22.36,182.57,PURI
Odisha,PURI,Ragi,1998,Summer     ,69.0,27.0,0.39,Summer,31.840983606557376,44.17,23.58,54.47,PURI
Odisha,PURI,Ragi,1999,Kharif     ,530.0,220.0,0.42,Kharif,27.726993464052285,36.67,19.94,1101.69,PURI
Odisha,PURI,Ragi,1999,Rabi       ,260.0,160.0,0.62,Rabi,23.59794701986755,40.08,12.17,6.97,PURI
Odisha,PURI,Ragi,2000,Kharif     ,8.0,5.0,0.63,Kharif,27.865032679738565,35.73,18.42,945.24,PURI
Odisha,PURI,Ragi,2001,Kharif     ,13.0,5.0,0.39,Kharif,27.768823529411765,33.61,20.92,1732.1,PURI
Odisha,PURI,Ragi,2002,Kharif     ,21.0,13.0,0.6,Kharif,28.08967320261438,38.92,19.49,1178.34,PURI
Odisha,PURI,Ragi,2003,Kharif     ,19.0,10.0,0.54,Kharif,28.227516339869283,38.96,21.79,1667.59,PURI
Odisha,PURI,Ragi,2004,Summer     ,7.0,4.0,0.56,Summer,31.282131147540984,42.97,25.05,113.49,PURI
Odisha,PURI,Ragi,2005,Summer     ,35.0,21.0,0.59,Summer,31.33590163934426,40.4,25.02,103.75,PURI
Odisha,PURI,Ragi,2006,Summer     ,30.0,17.0,0.55,Summer,30.760983606557378,39.57,24.31,110.42999999999999,PURI
Odisha,PURI,Ragi,2007,Summer     ,14.0,8.0,0.58,Summer,31.00934426229508,39.98,24.49,119.06,PURI
Odisha,PURI,Ragi,2008,Summer     ,21.0,15.0,0.7,Summer,30.81049180327869,42.11,23.64,169.65,PURI
Odisha,PURI,Ragi,2009,Summer     ,24.0,18.0,0.75,Summer,31.489836065573773,41.88,25.3,85.45,PURI
Odisha,PURI,Ragi,2010,Summer     ,41.0,31.0,0.75,Summer,31.575081967213112,42.53,26.23,195.58,PURI
Odisha,PURI,Ragi,2011,Summer     ,17.0,11.0,0.67,Summer,30.525901639344262,41.17,24.7,167.0,PURI
Odisha,PURI,Ragi,2012,Summer     ,12.0,10.0,0.81,Summer,31.240000000000002,38.99,24.84,106.73,PURI
Odisha,PURI,Ragi,2013,Summer     ,20.0,12.0,0.6,Summer,31.251803278688524,41.49,23.68,110.85000000000001,PURI
Odisha,PURI,Ragi,2014,Summer     ,13.0,7.0,0.57,Summer,31.57049180327869,41.57,24.75,189.16,PURI
Odisha,PURI,Ragi,2015,Summer     ,15.0,11.0,0.75,Summer,30.396229508196722,38.92,24.97,172.31,PURI
Odisha,RAYAGADA,Ragi,1997,Summer     ,80.0,40.0,0.5,Summer,29.02901639344262,42.65,17.05,115.85000000000001,RAYAGADA
Odisha,RAYAGADA,Ragi,1998,Summer     ,76.0,42.0,0.55,Summer,31.72393442622951,43.81,20.43,66.14,RAYAGADA
Odisha,RAYAGADA,Ragi,1999,Kharif     ,29440.0,25730.0,0.87,Kharif,24.055816993464052,38.18,15.32,1099.37,RAYAGADA
Odisha,RAYAGADA,Ragi,1999,Rabi       ,170.0,150.0,0.88,Rabi,20.373377483443708,40.28,7.47,7.08,RAYAGADA
Odisha,RAYAGADA,Ragi,2000,Kharif     ,13080.0,7182.0,0.55,Kharif,23.96450980392157,32.24,13.02,1024.67,RAYAGADA
Odisha,RAYAGADA,Ragi,2001,Kharif     ,10801.0,6983.0,0.65,Kharif,23.945620915032677,34.02,14.62,975.89,RAYAGADA
Odisha,RAYAGADA,Ragi,2002,Kharif     ,12046.0,6051.0,0.5,Kharif,24.417124183006536,37.32,15.4,766.62,RAYAGADA
Odisha,RAYAGADA,Ragi,2003,Kharif     ,12029.0,7319.0,0.61,Kharif,24.856339869281047,42.77,16.91,1335.48,RAYAGADA
Odisha,RAYAGADA,Ragi,2004,Summer     ,75.0,75.0,1.0,Summer,29.978196721311477,42.05,20.13,90.97,RAYAGADA
Odisha,RAYAGADA,Ragi,2005,Summer     ,22.0,15.0,0.66,Summer,30.235901639344263,42.69,19.67,90.18,RAYAGADA
Odisha,RAYAGADA,Ragi,2006,Summer     ,114.0,75.0,0.66,Summer,29.33344262295082,40.62,18.81,180.52,RAYAGADA
Odisha,RAYAGADA,Ragi,2007,Summer     ,238.0,202.0,0.85,Summer,30.748524590163935,41.45,19.49,76.87,RAYAGADA
Odisha,RAYAGADA,Ragi,2008,Summer     ,111.0,81.0,0.73,Summer,30.04704918032787,42.17,18.86,48.61,RAYAGADA
Odisha,RAYAGADA,Ragi,2009,Summer     ,105.0,99.0,0.94,Summer,30.51688524590164,42.92,19.08,95.82,RAYAGADA
Odisha,RAYAGADA,Ragi,2010,Summer     ,99.0,93.0,0.94,Summer,30.969344262295085,42.4,21.92,165.10999999999999,RAYAGADA
Odisha,RAYAGADA,Ragi,2011,Summer     ,38.0,31.0,0.82,Summer,28.67983606557377,39.53,18.6,211.18,RAYAGADA
Odisha,RAYAGADA,Ragi,2012,Summer     ,30.0,24.0,0.8,Summer,30.04344262295082,40.41,20.56,160.15,RAYAGADA
Odisha,RAYAGADA,Ragi,2013,Summer     ,77.0,73.0,0.95,Summer,30.762622950819672,42.22,19.53,98.31,RAYAGADA
Odisha,RAYAGADA,Ragi,2014,Summer     ,130.0,129.0,0.99,Summer,30.12655737704918,40.88,21.29,129.53,RAYAGADA
Odisha,RAYAGADA,Ragi,2015,Summer     ,71.0,57.0,0.81,Summer,29.446393442622952,42.15,18.43,98.64,RAYAGADA
Odisha,RAYAGADA,Ragi,2016,Summer     ,16.0,19.0,1.19,Summer,31.491475409836067,42.66,20.88,100.07,RAYAGADA
Odisha,RAYAGADA,Ragi,2017,Summer     ,1.0,1.0,1.0,Summer,31.484590163934424,42.46,19.8,64.49000000000001,RAYAGADA
Odisha,RAYAGADA,Ragi,2018,Summer     ,49.0,44.0,0.9,Summer,29.67344262295082,40.82,19.83,124.88,RAYAGADA
Odisha,RAYAGADA,Ragi,2019,Summer     ,161.0,149.0,0.93,Summer,30.791639344262293,42.05,20.97,131.32999999999998,RAYAGADA
Odisha,SAMBALPUR,Ragi,1999,Kharif     ,90.0,50.0,0.56,Kharif,27.131307189542486,42.96,16.54,1265.69,SAMBALPUR
Odisha,SAMBALPUR,Ragi,2000,Kharif     ,42.0,11.0,0.27,Kharif,27.722745098039216,41.75,16.19,670.42,SAMBALPUR
Odisha,SAMBALPUR,Ragi,2001,Kharif     ,43.0,23.0,0.54,Kharif,26.98091503267974,41.39,17.19,1325.56,SAMBALPUR
Odisha,SAMBALPUR,Ragi,2002,Kharif     ,25.0,10.0,0.4,Kharif,27.91254901960784,43.56,14.8,755.11,SAMBALPUR
Odisha,SAMBALPUR,Ragi,2003,Kharif     ,6.0,3.0,0.52,Kharif,27.91281045751634,47.2,18.19,1641.55,SAMBALPUR
Odisha,SONEPUR,Ragi,1999,Kharif     ,30.0,10.0,0.33,Kharif,27.174117647058825,43.53,16.78,1241.65,SONEPUR
Odisha,SONEPUR,Ragi,2000,Kharif     ,4.0,1.0,0.13,Kharif,27.54516339869281,41.5,15.91,742.66,SONEPUR
Odisha,SONEPUR,Ragi,2001,Kharif     ,28.0,5.0,0.19,Kharif,26.97640522875817,41.71,16.88,1379.43,SONEPUR
Odisha,SONEPUR,Ragi,2002,Kharif     ,2.0,0.0,0.1,Kharif,27.820130718954246,43.08,14.64,814.06,SONEPUR
Odisha,SUNDARGARH,Ragi,1997,Summer     ,2.0,1.0,0.5,Summer,32.3844262295082,45.66,18.64,75.85,SUNDARGARH
Odisha,SUNDARGARH,Ragi,1999,Kharif     ,1340.0,940.0,0.7,Kharif,26.974640522875816,42.21,16.14,1265.85,SUNDARGARH
Odisha,SUNDARGARH,Ragi,2000,Kharif     ,577.0,175.0,0.3,Kharif,27.710849673202617,41.26,16.83,649.79,SUNDARGARH
Odisha,SUNDARGARH,Ragi,2001,Kharif     ,692.0,321.0,0.46,Kharif,26.809607843137254,40.0,16.57,1278.23,SUNDARGARH
Odisha,SUNDARGARH,Ragi,2002,Kharif     ,562.0,167.0,0.3,Kharif,27.802091503267974,43.26,14.72,740.0600000000001,SUNDARGARH
Odisha,SUNDARGARH,Ragi,2003,Kharif     ,580.0,240.0,0.41,Kharif,27.676993464052288,46.89,17.54,1594.75,SUNDARGARH
Odisha,SUNDARGARH,Ragi,2019,Summer     ,1.0,0.0,0.2,Summer,34.48475409836066,45.21,21.61,35.03,SUNDARGARH
Odisha,ANUGUL,Rapeseed &Mustard,1999,Rabi       ,6950.0,830.0,0.12,Rabi,21.897417218543048,42.51,7.82,3.8,ANUGUL
Odisha,ANUGUL,Rapeseed &Mustard,2000,Rabi       ,761.0,45.0,0.06,Rabi,22.56157894736842,40.15,7.86,40.82,ANUGUL
Odisha,ANUGUL,Rapeseed &Mustard,2001,Rabi       ,902.0,95.0,0.1,Rabi,22.73112582781457,40.6,8.74,95.36,ANUGUL
Odisha,ANUGUL,Rapeseed &Mustard,2002,Rabi       ,710.0,61.0,0.09,Rabi,22.25139072847682,41.69,9.0,80.93,ANUGUL
Odisha,ANUGUL,Rapeseed &Mustard,2003,Rabi       ,902.0,121.0,0.13,Rabi,22.00721854304636,40.91,7.52,93.5,ANUGUL
Odisha,BALANGIR,Rapeseed &Mustard,1999,Rabi       ,3730.0,1160.0,0.31,Rabi,21.589072847682118,41.56,7.11,2.94,BALANGIR
Odisha,BALANGIR,Rapeseed &Mustard,2000,Rabi       ,240.0,21.0,0.09,Rabi,22.4875,39.69,8.41,36.5,BALANGIR
Odisha,BALANGIR,Rapeseed &Mustard,2001,Rabi       ,376.0,37.0,0.1,Rabi,22.78364238410596,40.25,9.47,76.62,BALANGIR
Odisha,BALANGIR,Rapeseed &Mustard,2002,Rabi       ,430.0,38.0,0.09,Rabi,22.40814569536424,41.28,9.67,62.53,BALANGIR
Odisha,BALANGIR,Rapeseed &Mustard,2003,Rabi       ,1182.0,134.0,0.11,Rabi,22.185629139072848,40.35,8.61,94.86,BALANGIR
Odisha,BALESHWAR,Rapeseed &Mustard,1999,Rabi       ,6500.0,2390.0,0.37,Rabi,22.69894039735099,41.35,10.47,8.65,BALESHWAR
Odisha,BALESHWAR,Rapeseed &Mustard,2000,Rabi       ,887.0,295.0,0.33,Rabi,22.36263157894737,36.99,10.73,93.19,BALESHWAR
